season,week,celebrity_name,V_mean,V_std,V_iqr,n_runs
2,3,Master P,0.17693117028506922,0.01477397650213132,0.020412346655992536,27
2,3,Stacy Keibler,0.1274982458185928,0.0063642531101741635,0.008613760533764558,27
2,3,Tia Carrere,0.13084605196826504,0.005061681766266115,0.007004432206289879,27
2,4,Drew Lachey,0.15205275605420757,0.005146422282044142,0.006206193677555233,27
2,4,George Hamilton,0.18743179023785164,0.007511085801460298,0.008154817711418488,27
2,4,Jerry Rice,0.17144021764853073,0.0016384417381637767,0.002056819163033574,27
2,4,Lisa Rinna,0.16137365937702147,0.0019135522695357453,0.0020042302423109726,27
2,4,Master P,3.575676019700106e-07,5.706956350233777e-07,2.843370954492886e-07,27
2,4,Stacy Keibler,0.16137816534285424,0.0019175753115649764,0.00203314452158207,27
2,4,Tia Carrere,0.1663230537719324,0.00020646767601672773,0.0003581896794027928,27
2,5,Drew Lachey,0.1914096571930894,0.0029938536207424022,0.003891982450669129,27
2,5,George Hamilton,0.21172771196032153,0.0039863418320766845,0.004353481530254416,27
2,5,Jerry Rice,0.21882870115744896,0.006509753336321377,0.0071566362027438435,27
2,5,Lisa Rinna,0.20477636809236305,0.0015959297892128462,0.0018116151211222953,27
2,5,Stacy Keibler,0.17325736826538626,0.00910712769498047,0.010063951950047001,27
2,5,Tia Carrere,1.933313908047522e-07,1.4701917581428072e-07,1.2581651455650462e-07,27
2,6,Drew Lachey,0.22618596416625036,0.008317619255023435,0.010439273994838127,27
2,6,George Hamilton,0.0029328757493554164,0.005438518829700973,0.002012994278557367,27
2,6,Jerry Rice,0.2919590659508381,0.016800481199976087,0.028204090802443404,27
2,6,Lisa Rinna,0.2527457105650872,0.0017233747715531282,0.0013555551456975734,27
2,6,Stacy Keibler,0.22617638356846892,0.008299946112840663,0.010433185345619156,27
2,7,Drew Lachey,0.2923373238624865,0.017480514043819007,0.01874735539866096,27
2,7,Jerry Rice,0.4078353756238384,0.0399640614859415,0.06359793739454217,27
2,7,Lisa Rinna,0.0074900488296246815,0.015188928009804524,0.0011958267312889175,27
2,7,Stacy Keibler,0.2923372516840504,0.01747823481106123,0.01872996676338423,27
2,8,Drew Lachey,0.314338067349263,0.01123490227844556,0.018535950320195504,27
2,8,Jerry Rice,0.37290478255954773,0.022468599361817967,0.03706240589162668,27
2,8,Stacy Keibler,0.3127571500911892,0.011233697744520862,0.018526455571431177,27
3,1,Emmitt Smith,0.08032220160832734,0.006452930911673466,0.014985167649785233,27
3,1,Harry Hamlin,0.1147603972886557,0.004839580339105163,0.011223838765495014,27
3,1,Jerry Springer,0.11969364923818045,0.006461259056906704,0.015033401590662618,27
3,1,Joey Lawrence,0.0950605595243076,0.0016334571656708942,0.0038211182501713264,27
3,1,Mario Lopez,0.0705193228341078,0.009639308502394759,0.022288689227395624,27
3,1,Monique Coleman,0.10490391685104504,0.0016016356941368007,0.0036819144816065963,27
3,1,Sara Evans,0.12462714238759143,0.008083129624786824,0.018822191329787533,27
3,1,Shanna Moakler,0.10983181394885486,0.003217744086924252,0.0074580419054590535,27
3,1,Tucker Carlson,1.8130227981226421e-09,7.789797238202414e-10,1.433573212890228e-09,27
3,1,Vivica A. Fox,0.09014060589932453,0.003238873605827401,0.0075585400078425485,27
3,1,Willa Ford,0.09014038860658251,0.0032389152119131947,0.0075587260528767325,27
3,2,Emmitt Smith,0.10706022803920717,0.0013385478114653964,0.0031510193402977116,27
3,2,Harry Hamlin,0.12071670421619997,0.003142028860117773,0.007289831121976106,27
3,2,Jerry Springer,0.12981243499286663,0.0061462904641684316,0.014337577508326274,27
3,2,Joey Lawrence,0.08435858651307997,0.008775845907282571,0.020368631769678125,27
3,2,Mario Lopez,0.12071066715757617,0.003166756337243052,0.0073812032574199216,27
3,2,Monique Coleman,0.09796501712149148,0.004318632579504542,0.010069848745051554,27
3,2,Sara Evans,0.1207137237051394,0.0031566027339782754,0.007374902091594776,27
3,2,Shanna Moakler,2.4818643664602363e-09,4.8167206904092806e-09,8.903020815318273e-10,27
3,2,Vivica A. Fox,0.1070567595127543,0.0013392929666518113,0.003158775140409839,27
3,2,Willa Ford,0.11160587625982059,0.00016114713101598657,0.0003398349283987995,27
3,3,Emmitt Smith,0.1458649647153132,0.006870590237954705,0.01609140361734196,27
3,3,Harry Hamlin,7.796180976366966e-09,5.950401077106963e-09,8.854083885558827e-09,27
3,3,Jerry Springer,0.13573960292480194,0.0035311302536654983,0.008243713059232521,27
3,3,Joey Lawrence,0.13068275228317122,0.001862979786868718,0.004323637813832465,27
3,3,Mario Lopez,0.13067851032379973,0.0018636461337671782,0.004326594428303826,27
3,3,Monique Coleman,0.10541854558488921,0.006437457479952894,0.015015889609744884,27
3,3,Sara Evans,0.11553023724742859,0.0031093976681092167,0.007222949524055153,27
3,3,Vivica A. Fox,0.1054180903568544,0.006437448552782178,0.015016231889542916,27
3,3,Willa Ford,0.13066728876756079,0.001856233715409655,0.004265663508563722,27
3,4,Emmitt Smith,0.14738699826474258,0.0014824294976479723,0.0034465397235767248,27
3,4,Jerry Springer,0.1579495119066244,0.00498605408569608,0.011694659994531731,27
3,4,Joey Lawrence,0.1315263442931289,0.0037362786554764223,0.00879172248330981,27
3,4,Mario Lopez,0.12096455847527167,0.007204461473932523,0.01685087924050753,27
3,4,Monique Coleman,0.14738922117495054,0.0014842153274060128,0.003453786399222558,27
3,4,Sara Evans,0.1685512814015342,0.0084694401959505,0.01990058441736936,27
3,4,Vivica A. Fox,2.0416399355704575e-08,2.5854083274465e-08,9.741465699744339e-09,27
3,4,Willa Ford,0.1262320640673484,0.005480356520508117,0.012852967679533145,27
3,5,Emmitt Smith,0.19419333991036206,0.0019229413956098505,0.004556888284342447,27
3,5,Jerry Springer,0.21161038253283926,0.003844996163420177,0.009115448963894934,27
3,5,Joey Lawrence,0.2058007605399553,0.0019189381667442122,0.0045492201216747186,27
3,5,Mario Lopez,0.1941985052780677,0.0019253132461037445,0.004573460401506163,27
3,5,Monique Coleman,0.19419698477256364,0.0019156914599222606,0.004531180703000709,27
3,5,Sara Evans,1.7211543298089084e-08,2.7925814371541346e-08,7.541785930277254e-09,27
3,5,Willa Ford,9.754668690489678e-09,1.2912554306168873e-08,8.09594944217763e-09,27
3,6,Emmitt Smith,0.20126176982030178,0.0011537669896554558,0.002734133207904138,27
3,6,Jerry Springer,0.1879831820557485,0.002306995457259199,0.005469270197953874,27
3,6,Joey Lawrence,0.2048363918370771,0.0011513606939808115,0.0027295328446759193,27
3,6,Mario Lopez,0.21143436056634127,0.0011551900875875533,0.002744075565037696,27
3,6,Monique Coleman,0.19448429572053136,0.0011494170146938581,0.0027187077456264364,27
3,7,Emmitt Smith,0.24612540423340015,0.0012028113400022681,0.002370037490544402,27
3,7,Jerry Springer,0.0003524222991793647,0.0009932442298343379,4.977796408868107e-07,27
3,7,Joey Lawrence,0.24611734532444882,0.0011976291137338964,0.002366834339219831,27
3,7,Mario Lopez,0.24990328126750966,0.00028138174621948153,8.520122157823495e-06,27
3,7,Monique Coleman,0.25750154687546206,0.0026935398739293065,0.005706074700898622,27
3,8,Emmitt Smith,0.3359614857638197,0.005222295635652598,0.003265717546889868,27
3,8,Joey Lawrence,0.33598182123793496,0.005209012155626646,0.0032456550745946777,27
3,8,Mario Lopez,0.32211054229684716,0.003792090790841465,0.0045147874632228135,27
3,8,Monique Coleman,0.005946150701398128,0.01263525747701121,0.00028836184525141606,27
3,9,Emmitt Smith,0.4829720600876551,0.025802671246078702,0.03294055726381118,27
3,9,Joey Lawrence,0.03405577540132869,0.05161220412140711,0.06583165966698656,27
3,9,Mario Lopez,0.48297216451101627,0.025809537053779315,0.03289110240317544,27
3,10,Emmitt Smith,0.5000000938764436,7.254038745628689e-06,0.0,27
3,10,Mario Lopez,0.4999999061235563,7.254038745658237e-06,0.0,27
4,1,Apolo Anton Ohno,0.10194174757281553,0.0,0.0,27
4,1,Billy Ray Cyrus,0.06310679611650485,0.0,0.0,27
4,1,Clyde Drexler,0.07766990291262135,0.0,0.0,27
4,1,Heather Mills,0.08737864077669905,0.0,0.0,27
4,1,Ian Ziering,0.10194174757281553,0.0,0.0,27
4,1,Joey Fatone,0.11650485436893204,0.0,0.0,27
4,1,John Ratzenberger,0.0825242718446602,0.0,0.0,27
4,1,Laila Ali,0.11165048543689321,0.0,0.0,27
4,1,Leeza Gibbons,0.07281553398058252,0.0,0.0,27
4,1,Paulina Porizkova,0.09223300970873786,0.0,0.0,27
4,1,Shandi Finnessey,0.09223300970873786,0.0,0.0,27
4,2,Apolo Anton Ohno,0.08464440959746584,0.005037496183091078,0.011671268659826747,27
4,2,Billy Ray Cyrus,0.10596727629920531,0.00195770912356272,0.004533639667447298,27
4,2,Clyde Drexler,0.11879038760202336,0.006168909848423698,0.014335557381909836,27
4,2,Heather Mills,0.09316689834629278,0.0022453841423365644,0.00521990218308685,27
4,2,Ian Ziering,0.1016965243126225,0.0005534236549270674,0.0012512183014267847,27
4,2,Joey Fatone,0.09316690125880725,0.002245425253387021,0.005220661375060387,27
4,2,John Ratzenberger,0.10597185594078097,0.001957182402020128,0.004523495324619264,27
4,2,Laila Ali,0.08038619548294905,0.006434160405412603,0.014899599679022463,27
4,2,Leeza Gibbons,0.10596727219143995,0.001958351797154867,0.004538458200194551,27
4,2,Paulina Porizkova,2.130371838425489e-09,1.5179009986786046e-09,1.3494285949765807e-09,27
4,2,Shandi Finnessey,0.11024227683804116,0.003367120281310256,0.007829060943486899,27
4,3,Apolo Anton Ohno,0.10577412646522051,0.0017587498398117095,0.004113924246742742,27
4,3,Billy Ray Cyrus,0.11537109570600039,0.001394284973674607,0.003223938651856037,27
4,3,Clyde Drexler,0.1394084169007152,0.009317822792929815,0.021819319196949433,27
4,3,Heather Mills,0.10097385163966716,0.0033346626334964007,0.007792839829279738,27
4,3,Ian Ziering,0.10097305892690413,0.003334211057931128,0.007786496703838353,27
4,3,Joey Fatone,0.10097489258182205,0.003335513718028806,0.007797677486533011,27
4,3,John Ratzenberger,0.120174619241364,0.0029818921986141515,0.006951151492975802,27
4,3,Laila Ali,0.1153763672675643,0.00140346580598063,0.0032827523621514476,27
4,3,Leeza Gibbons,0.10097356853179949,0.003334204554234284,0.007786086095577266,27
4,3,Shandi Finnessey,2.7389427259302594e-09,4.287010359276444e-09,2.399669339636888e-09,27
4,4,Apolo Anton Ohno,0.10162855857470425,0.007679713725255489,0.01795321530763938,27
4,4,Billy Ray Cyrus,0.12910963369440812,0.0013351832712451494,0.0030787129698918725,27
4,4,Clyde Drexler,0.16214309959567752,0.012224485630867855,0.028632198441680606,27
4,4,Heather Mills,0.11810133352428523,0.002279540643982804,0.005375897503232821,27
4,4,Ian Ziering,0.11260911636820053,0.004080008873822548,0.009563834193924342,27
4,4,Joey Fatone,0.09067616185555914,0.011259464012918033,0.026232475733080823,27
4,4,John Ratzenberger,0.15662668133184857,0.010405209571085266,0.02434000704967912,27
4,4,Laila Ali,0.12910541310909437,0.0013343114779470816,0.003074500964610566,27
4,4,Leeza Gibbons,1.946222249839961e-09,1.3210461729333568e-09,1.1325761416859953e-09,27
4,5,Apolo Anton Ohno,0.10322227210960945,0.012988749621417205,0.030516545384980373,27
4,5,Billy Ray Cyrus,0.18005410174762168,0.01222778337374182,0.028802728529458643,27
4,5,Clyde Drexler,8.31823304105088e-09,9.554437845859604e-09,7.872603216005681e-09,27
4,5,Heather Mills,0.15634520870902546,0.004419180276388716,0.010386838289081574,27
4,5,Ian Ziering,0.13859076184165628,0.0014169937970121426,0.0033644048989132924,27
4,5,Joey Fatone,0.13268056023435146,0.003362505269078926,0.007957378796229042,27
4,5,John Ratzenberger,0.17412413278750513,0.010270044407980787,0.024181922433182707,27
4,5,Laila Ali,0.11498295425199752,0.009148958619863872,0.021533165839376645,27
4,6,Apolo Anton Ohno,0.14512359250412693,0.007096664413605407,0.016656310608381825,27
4,6,Billy Ray Cyrus,0.18820400245635446,0.00711763001137561,0.016710827373722426,27
4,6,Heather Mills,7.208576422480718e-09,1.4157163955978907e-08,5.5523190354727354e-09,27
4,6,Ian Ziering,0.16972991963367312,0.0010002277613155057,0.002304568401237883,27
4,6,Joey Fatone,0.151294884611875,0.005107362704407517,0.011957019132307789,27
4,6,John Ratzenberger,0.20052666312173617,0.011184918810704303,0.026275067515370593,27
4,6,Laila Ali,0.14512093046365782,0.007098964170854314,0.016678396474345714,27
4,7,Apolo Anton Ohno,0.19592969687717968,0.0013535468378645164,0.0031924477862625977,27
4,7,Billy Ray Cyrus,0.24994342456286794,0.016596176948440556,0.03909497712991125,27
4,7,Ian Ziering,0.19593037988109768,0.0013629316941828925,0.0032136606633965115,27
4,7,Joey Fatone,0.17909762588584158,0.006940296355591795,0.01632702142796666,27
4,7,John Ratzenberger,7.799291952905088e-08,1.3786958358128234e-07,2.0562583367922505e-08,27
4,7,Laila Ali,0.17909879480009358,0.006939441511912618,0.016335767882001834,27
4,8,Apolo Anton Ohno,0.2306899758129529,0.006264946391953673,0.013318237202270738,27
4,8,Billy Ray Cyrus,0.001060645102464977,0.002686873735348769,1.132880639960591e-05,27
4,8,Ian Ziering,0.27485116408398913,0.009017224214450354,0.017911041525946525,27
4,8,Joey Fatone,0.24269506833797402,0.002190135286275292,0.003742878484197687,27
4,8,Laila Ali,0.250703146662619,0.000905148868779327,0.0005646382738401234,27
4,9,Apolo Anton Ohno,0.33425828063184304,0.004679397683549461,0.0019952417522389743,27
4,9,Ian Ziering,0.0057475736205090605,0.012314685264675697,0.00029950456911622157,27
4,9,Joey Fatone,0.32999476266603134,0.003889265756954702,0.0007001922915975123,27
4,9,Laila Ali,0.3299993830816165,0.0038732019155910237,0.0007013741757058711,27
4,10,Apolo Anton Ohno,0.33761834520560796,0.0005885419989283862,0.0012442608480335848,27
4,10,Joey Fatone,0.3319614984360847,0.0002901437577981652,0.0006096620340077519,27
4,10,Laila Ali,0.33042015635830735,0.0002985056049263763,0.000634598814025833,27
5,1,Albert Reed,0.09459609218093981,0.0012051117936549172,0.0027705587598230164,27
5,1,Cameron Mathison,0.09459673126231764,0.0012092752566767945,0.002774872180818913,27
5,1,Floyd Mayweather Jr. ,0.10679989650056233,0.005217978854810753,0.012117282527077292,27
5,1,Helio Castroneves,0.07835927246377636,0.004115994035555811,0.009510381322752393,27
5,1,Jane Seymour,0.08241474470035266,0.002789005452602223,0.006457545411212712,27
5,1,Jennie Garth,0.09459791831158836,0.0012071766728085083,0.0027843317954593383,27
5,1,Josie Maran,2.524443098524762e-09,2.4317103898067544e-09,3.745027169770843e-09,27
5,1,Marie Osmond,0.09459571697621387,0.0012088706117017536,0.0027866389987105805,27
5,1,Mark Cuban,0.09459639072604677,0.001206957925690925,0.002778510815460683,27
5,1,Mel B,0.08241448261029777,0.002788822425376368,0.006457695470396901,27
5,1,Sabrina Bryan,0.0743038023687526,0.0054367059074649626,0.012551429313460205,27
5,1,Wayne Newton,0.10272494937470877,0.0038752553652860256,0.008964850693610887,27
5,2,Albert Reed,2.1809106325702125e-09,2.2232190732685284e-09,1.4836269620806058e-09,27
5,2,Cameron Mathison,0.1030621129695897,0.000999155527701216,0.002281951978590463,27
5,2,Floyd Mayweather Jr. ,0.10306433585240732,0.0010003000630330384,0.0022897023398907312,27
5,2,Helio Castroneves,0.07674087587617044,0.007627550658874325,0.01764517958217747,27
5,2,Jane Seymour,0.10306466997839536,0.0010007109592598995,0.0022908624590774612,27
5,2,Jennie Garth,0.10306435906403524,0.0010010810964351882,0.002293063350488636,27
5,2,Marie Osmond,0.08989336889462447,0.003319614454434806,0.00770264521165015,27
5,2,Mark Cuban,0.11625083540282471,0.005338942609371274,0.012386844011987128,27
5,2,Mel B,0.09427817139771426,0.001882718444563067,0.004390530680522253,27
5,2,Sabrina Bryan,0.08111767381432224,0.006194987505460231,0.014350730367625894,27
5,2,Wayne Newton,0.1294635945690056,0.009685073840829285,0.022546667661702935,27
5,3,Cameron Mathison,0.11790312235228081,0.0022308445529803226,0.005189079458238738,27
5,3,Floyd Mayweather Jr. ,0.1266639874519074,0.0051128186175280615,0.01195447914766648,27
5,3,Helio Castroneves,0.11353154440529244,0.0007835695353901111,0.0017849216168044357,27
5,3,Jane Seymour,0.10042201312426834,0.0035028177079059752,0.008179018542406435,27
5,3,Jennie Garth,0.10479604652556099,0.0020792850177934145,0.004839372386920351,27
5,3,Marie Osmond,0.10479550394783674,0.0020813703291540663,0.004844293107746339,27
5,3,Mark Cuban,0.13103771314020057,0.0065483606430518666,0.015285638511041186,27
5,3,Mel B,0.10042361667520465,0.003504223952615596,0.008178767690131358,27
5,3,Sabrina Bryan,0.10042644327118667,0.003507674748154479,0.008179395688981322,27
5,3,Wayne Newton,9.1062613856988e-09,1.3879179346106997e-08,8.274228081944212e-09,27
5,4,Cameron Mathison,0.12219779005332833,0.0009276251696573736,0.002186287513213453,27
5,4,Floyd Mayweather Jr. ,2.50236296796947e-09,2.0480805439819025e-09,3.4872923774090893e-09,27
5,4,Helio Castroneves,0.12219943209099335,0.0009167471523317883,0.0021204928557840563,27
5,4,Jane Seymour,0.12667512848192924,0.0005506073383870824,0.001279143419400608,27
5,4,Jennie Garth,0.12220221561389047,0.0009223421209125275,0.002157386014583304,27
5,4,Marie Osmond,0.12667580524331618,0.0005498225393535708,0.0012775256211310926,27
5,4,Mark Cuban,0.14456693480500102,0.00643891928849699,0.015080935744068852,27
5,4,Mel B,0.12667343037238873,0.0005502031871191515,0.0012764650061674876,27
5,4,Sabrina Bryan,0.10880926083678973,0.005322924905759016,0.012440415276225816,27
5,5,Cameron Mathison,0.139857724030191,0.000985899745403432,0.0022841743352393917,27
5,5,Helio Castroneves,0.1556111884505379,0.004204422711528254,0.009855734108505182,27
5,5,Jane Seymour,0.13984531827447083,0.0009956271204054287,0.0023595318838703083,27
5,5,Jennie Garth,0.14510774761271755,0.0007344405286693071,0.0017030812794996963,27
5,5,Marie Osmond,0.1661385675139927,0.007666715983462147,0.017991096245227378,27
5,5,Mark Cuban,5.234414307835357e-09,7.3683409529736784e-09,2.389147241533121e-09,27
5,5,Mel B,0.12409561882854955,0.006175522955904485,0.014466292942490522,27
5,5,Sabrina Bryan,0.1293438300551261,0.004448430485864046,0.010439935871982733,27
5,6,Cameron Mathison,0.17150518408865711,0.001591627248767888,0.0037223914227272337,27
5,6,Helio Castroneves,0.15406882716286419,0.0041594425178330865,0.009758996973632778,27
5,6,Jane Seymour,0.18895806176912947,0.007365927884538608,0.017311522832870713,27
5,6,Jennie Garth,0.15987083579811665,0.0022401616905946505,0.005265874986860597,27
5,6,Marie Osmond,0.18314915003553922,0.005427223009702108,0.012716823717014436,27
5,6,Mel B,0.14244793786542323,0.007985185170617332,0.018725867896115467,27
5,6,Sabrina Bryan,3.2802701922198873e-09,2.911277426416859e-09,1.9485349258656768e-09,27
5,7,Cameron Mathison,0.2046890034637871,0.0015527690829689749,0.003647591413507262,27
5,7,Helio Castroneves,0.20133128560940694,0.000437888095951414,0.0010230810968073212,27
5,7,Jane Seymour,1.5289680003237816e-07,3.3556416098818005e-07,7.031041359469342e-08,27
5,7,Jennie Garth,0.1979941041284365,0.0006674713252673113,0.0015691432839009256,27
5,7,Marie Osmond,0.2013406205184794,0.0004489980823356088,0.0010427743481852547,27
5,7,Mel B,0.19464483338308997,0.0017718198271292364,0.004174614570820634,27
5,8,Cameron Mathison,3.34513440115011e-05,9.591879405152215e-05,9.64714312609349e-08,27
5,8,Helio Castroneves,0.23423601226336038,0.0053116975435787556,0.012285989639434974,27
5,8,Jennie Garth,0.2618103072494571,0.003995646033700684,0.00921489644967527,27
5,8,Marie Osmond,0.2657442700767064,0.005345371668928924,0.01231930161621525,27
5,8,Mel B,0.23817595906646455,0.003987413019862296,0.009230812776233749,27
5,9,Helio Castroneves,0.32577299698740836,0.003392295813010884,0.002853539524418469,27
5,9,Jennie Garth,0.005363011941717579,0.011781383797614923,4.334500458938244e-05,27
5,9,Marie Osmond,0.3430869602459695,0.006876395975483163,0.008520879892243982,27
5,9,Mel B,0.32577703082490445,0.0034116905174900007,0.0028533301143046086,27
5,10,Helio Castroneves,0.337700784176739,0.001197410843920466,0.0025764422285336486,27
5,10,Marie Osmond,0.32291567272755656,0.0023839537790636624,0.005114432088410781,27
5,10,Mel B,0.33938354309570445,0.0011866645618412394,0.002537989859877021,27
6,1,Adam Carolla,0.06172839506172839,0.0,0.0,27
6,1,Cristian de la Fuente,0.08641975308641975,0.0,0.0,27
6,1,Jason Taylor,0.09053497942386832,0.0,0.0,27
6,1,Kristi Yamaguchi,0.1111111111111111,0.0,0.0,27
6,1,Mario,0.09876543209876543,0.0,0.0,27
6,1,Marissa Jaret Winokur,0.07407407407407407,0.0,0.0,27
6,1,Marlee Matlin,0.09053497942386832,0.0,0.0,27
6,1,Monica Seles,0.06172839506172839,0.0,0.0,27
6,1,Penn Jillette,0.06584362139917696,0.0,0.0,27
6,1,Priscilla Presley,0.09876543209876543,0.0,0.0,27
6,1,Shannon Elizabeth,0.08641975308641975,0.0,0.0,27
6,1,Steve Guttenberg,0.07407407407407407,0.0,0.0,27
6,2,Adam Carolla,0.11429281259178653,0.004703853039801611,0.011059102207216093,27
6,2,Cristian de la Fuente,0.11021195946291414,0.003359007836712719,0.007895681207325644,27
6,2,Jason Taylor,0.08161378689771104,0.006048915988542077,0.01426295276556562,27
6,2,Kristi Yamaguchi,0.08161455909689855,0.006049521616374275,0.014261876208202087,27
6,2,Mario,0.08570660747296358,0.0046964256277760895,0.011047039134265552,27
6,2,Marissa Jaret Winokur,0.10612156401333761,0.0020138685248847193,0.0047259133519213375,27
6,2,Marlee Matlin,0.09387537580475636,0.0020224350234076703,0.00474027741842685,27
6,2,Monica Seles,1.8238255031308285e-09,1.2176351702955878e-09,1.8895519488278484e-09,27
6,2,Penn Jillette,1.653684140019231e-09,1.1652482637683464e-09,1.914338988843122e-09,27
6,2,Priscilla Presley,0.10611428883360155,0.0020164728202002125,0.004692397336217555,27
6,2,Shannon Elizabeth,0.09387549499205797,0.002022300005548254,0.0047391789229951214,27
6,2,Steve Guttenberg,0.12657354735646306,0.008746537805611665,0.020676513014037654,27
6,3,Adam Carolla,0.12028405236741893,0.003010389689992267,0.007001416392345833,27
6,3,Cristian de la Fuente,0.10192973085937175,0.0030204889935567694,0.0070348552500535955,27
6,3,Jason Taylor,0.1111040417851533,9.828970332754381e-06,8.619142797663959e-06,27
6,3,Kristi Yamaguchi,0.09277498603268215,0.006019354371039632,0.013990136983852208,27
6,3,Mario,0.12028094174024079,0.003011497189230775,0.007009792951746099,27
6,3,Marissa Jaret Winokur,0.12947092029512208,0.0060375852689370305,0.014076449355616583,27
6,3,Marlee Matlin,0.12028456290404345,0.003013596145841669,0.007016086986407433,27
6,3,Priscilla Presley,0.0973520580826534,0.004519320515618286,0.010516538016533974,27
6,3,Shannon Elizabeth,0.10651870444099949,0.001510469770193935,0.00352686930031261,27
6,3,Steve Guttenberg,1.492314626975411e-09,9.124327390445146e-10,1.2489208980366154e-09,27
6,4,Adam Carolla,4.632968834813605e-09,6.1374827132127146e-09,1.0495909867991307e-09,27
6,4,Cristian de la Fuente,0.12384015777494292,0.0003870460765376276,0.0008990852435533658,27
6,4,Jason Taylor,0.1099023899744083,0.0049565451205777706,0.011590125278179195,27
6,4,Kristi Yamaguchi,0.10990243642724733,0.004956839479839338,0.011591428037168658,27
6,4,Mario,0.133128104369332,0.0026696334878988427,0.006249119679877346,27
6,4,Marissa Jaret Winokur,0.13312753247770284,0.002667727301376658,0.006223512102361106,27
6,4,Marlee Matlin,0.1331285017272923,0.0026672069835826243,0.006230508620117953,27
