season,week,celebrity_name,ballroom_partner,J_tilde,J_pct,V_tilde_hat,V_hat,S_hat,is_eliminated_this_week,system,judge_save_mode
1,3,Rachel Hunter,Jonathan Roberts,0.24528301886792453,0.24528301886792453,0.2235619520666049,0.2235619520666049,0.2300513670842836,0,rank,False
1,3,Joey McIntyre,Ashly DelGrosso,0.20754716981132076,0.20754716981132076,0.2619788536877556,0.2619788536877556,0.22810777218118533,0,rank,False
1,4,John O'Hurley,Charlotte Jorgensen,0.22826086956521738,0.22826086956521738,0.35431845159896,0.35431845159896,0.26764549041630437,0,rank,False
1,4,Kelly Monaco,Alec Mazo,0.2826086956521739,0.2826086956521739,0.2764813277373448,0.2764813277373448,0.26970279565222666,0,rank,False
1,4,Rachel Hunter,Jonathan Roberts,0.2717391304347826,0.2717391304347826,1.0890900190618059e-05,1.0890900190618059e-05,0.1951869079711056,1,rank,False
1,4,Joey McIntyre,Ashly DelGrosso,0.21739130434782608,0.21739130434782608,0.3691893297635046,0.3691893297635046,0.2674648059603633,0,rank,False
1,5,John O'Hurley,Charlotte Jorgensen,0.3698630136986301,0.3698630136986301,0.40937582956116275,0.40937582956116275,0.3897457498204431,0,rank,False
1,5,Kelly Monaco,Alec Mazo,0.3219178082191781,0.3219178082191781,0.4845044794693311,0.4845044794693311,0.38855057309811813,0,rank,False
1,5,Joey McIntyre,Ashly DelGrosso,0.3082191780821918,0.3082191780821918,0.10611969096950612,0.10611969096950612,0.22170367708143876,1,rank,False
1,6,John O'Hurley,Charlotte Jorgensen,0.4954128440366973,0.4954128440366973,0.47295080551142904,0.47295080551142904,0.4512317531842197,0,rank,False
1,6,Kelly Monaco,Alec Mazo,0.5045871559633027,0.5045871559633027,0.5270491944885709,0.5270491944885709,0.5487682468157803,0,rank,False
2,1,Tatum O'Neal,Nick Kosovich,0.11794871794871795,0.11794871794871795,0.10380592139398825,0.10380592139398825,0.10827476142672003,0,rank,False
2,1,Tia Carrere,Maksim Chmerkoskiy,0.10256410256410256,0.10256410256410256,0.11148395108750965,0.11148395108750965,0.104852228225829,0,rank,False
2,1,George Hamilton,Edyta Sliwinska,0.09230769230769231,0.09230769230769231,0.1169011084680649,0.1169011084680649,0.10265381669374019,0,rank,False
2,1,Lisa Rinna,Louis van Amstel,0.09743589743589744,0.09743589743589744,0.11417227742225963,0.11417227742225963,0.10374279344408502,0,rank,False
2,1,Stacy Keibler,Tony Dovolani,0.11282051282051282,0.11282051282051282,0.1062890670305092,0.1062890670305092,0.10712226537299813,0,rank,False
2,1,Jerry Rice,Anna Trebunskaya,0.1076923076923077,0.1076923076923077,0.10885042926401216,0.10885042926401216,0.10597927522695222,0,rank,False
2,1,Giselle Fernandez,Jonathan Roberts,0.11794871794871795,0.11794871794871795,0.103805090111225,0.103805090111225,0.10827441089840772,0,rank,False
2,1,Master P,Ashly DelGrosso,0.06153846153846154,0.06153846153846154,0.13328053701439693,0.13328053701439693,0.09665492116408103,0,rank,False
2,1,Drew Lachey,Cheryl Burke,0.12307692307692308,0.12307692307692308,0.10141161594661346,0.10141161594661346,0.10943239495647955,0,rank,False
2,1,Kenny Mayne,Andrea Hale,0.06666666666666667,0.06666666666666667,2.2614207644831203e-09,2.2614207644831203e-09,0.05301313259070716,1,rank,False
2,2,Tatum O'Neal,Nick Kosovich,0.085,0.085,6.871226228737324e-08,6.871226228737324e-08,0.06122346462630593,1,rank,False
2,2,Tia Carrere,Maksim Chmerkoskiy,0.11,0.11,0.12713632933291893,0.12713632933291893,0.11627234937572606,0,rank,False
2,2,George Hamilton,Edyta Sliwinska,0.11,0.11,0.1271365434008623,0.1271365434008623,0.11627244659201337,0,rank,False
2,2,Lisa Rinna,Louis van Amstel,0.1,0.1,0.13325651020174464,0.13325651020174464,0.11424822467414084,0,rank,False
2,2,Stacy Keibler,Tony Dovolani,0.145,0.145,0.10825421159995365,0.10825421159995365,0.12401054180948906,0,rank,False
2,2,Jerry Rice,Anna Trebunskaya,0.115,0.115,0.12418250359186836,0.12418250359186836,0.11733413191372832,0,rank,False
2,2,Giselle Fernandez,Jonathan Roberts,0.12,0.12,0.12124598672268766,0.12124598672268766,0.11839359879865712,0,rank,False
2,2,Master P,Ashly DelGrosso,0.08,0.08,0.1456787799243973,0.1456787799243973,0.11051353006298037,0,rank,False
2,2,Drew Lachey,Cheryl Burke,0.135,0.135,0.11310906651330475,0.11310906651330475,0.12173171214695896,0,rank,False
2,3,Tia Carrere,Maksim Chmerkoskiy,0.14285714285714285,0.14285714285714285,0.13127157086400204,0.13127157086400204,0.13478897992766858,0,rank,False
2,3,George Hamilton,Edyta Sliwinska,0.12087912087912088,0.12087912087912088,0.14550774232946245,0.14550774232946245,0.13019103014157246,0,rank,False
2,3,Lisa Rinna,Louis van Amstel,0.13736263736263737,0.13736263736263737,0.13466222293552038,0.13466222293552038,0.13358422762244865,0,rank,False
2,3,Stacy Keibler,Tony Dovolani,0.14835164835164835,0.14835164835164835,0.12803497819690332,0.12803497819690332,0.13603124910129016,0,rank,False
2,3,Jerry Rice,Anna Trebunskaya,0.1043956043956044,0.1043956043956044,0.1569286827007671,0.1569286827007671,0.1271437694100282,0,rank,False
2,3,Giselle Fernandez,Jonathan Roberts,0.12087912087912088,0.12087912087912088,4.612014550181138e-09,4.612014550181138e-09,0.07954134966280108,1,rank,False
2,3,Master P,Ashly DelGrosso,0.07692307692307693,0.07692307692307693,0.17555976912963456,0.17555976912963456,0.12268812037977714,0,rank,False
2,3,Drew Lachey,Cheryl Burke,0.14835164835164835,0.14835164835164835,0.1280350292316955,0.1280350292316955,0.13603127375441373,0,rank,False
2,4,Tia Carrere,Maksim Chmerkoskiy,0.15822784810126583,0.15822784810126583,0.16636110581137434,0.16636110581137434,0.1580632817919095,0,rank,False
2,4,George Hamilton,Edyta Sliwinska,0.13291139240506328,0.13291139240506328,0.1871640934508869,0.1871640934508869,0.1550623339281241,0,rank,False
2,4,Lisa Rinna,Louis van Amstel,0.16455696202531644,0.16455696202531644,0.1614430796865326,0.1614430796865326,0.1589258123811505,0,rank,False
2,4,Stacy Keibler,Tony Dovolani,0.16455696202531644,0.16455696202531644,0.16144389608606652,0.16144389608606652,0.1589262542817772,0,rank,False
2,4,Jerry Rice,Anna Trebunskaya,0.1518987341772152,0.1518987341772152,0.1714294905315772,0.1714294905315772,0.15725658009437127,0,rank,False
2,4,Master P,Ashly DelGrosso,0.05063291139240506,0.05063291139240506,2.4162388720755803e-08,2.4162388720755803e-08,0.050943505807980904,1,rank,False
2,4,Drew Lachey,Cheryl Burke,0.17721518987341772,0.17721518987341772,0.15215831027117366,0.15215831027117366,0.16082223171468657,0,rank,False
2,5,Tia Carrere,Maksim Chmerkoskiy,0.1456953642384106,0.1456953642384106,5.874055049843277e-08,5.874055049843277e-08,0.09512283081447268,1,rank,False
2,5,George Hamilton,Edyta Sliwinska,0.15894039735099338,0.15894039735099338,0.21151970726534555,0.21151970726534555,0.17959009395722414,0,rank,False
2,5,Lisa Rinna,Louis van Amstel,0.16556291390728478,0.16556291390728478,0.20474797108993703,0.20474797108993703,0.1802132752818502,0,rank,False
2,5,Stacy Keibler,Tony Dovolani,0.1986754966887417,0.1986754966887417,0.17368985207667698,0.17368985207667698,0.18442940891510762,0,rank,False
2,5,Jerry Rice,Anna Trebunskaya,0.152317880794702,0.152317880794702,0.21839748973708076,0.21839748973708076,0.1790065594146768,0,rank,False
2,5,Drew Lachey,Cheryl Burke,0.17880794701986755,0.17880794701986755,0.1916449210904091,0.1916449210904091,0.18163783161666858,0,rank,False
2,6,George Hamilton,Edyta Sliwinska,0.17293233082706766,0.17293233082706766,2.81895536881704e-06,2.81895536881704e-06,0.11337886178570537,1,rank,False
2,6,Lisa Rinna,Louis van Amstel,0.20300751879699247,0.20300751879699247,0.25363398409918986,0.25363398409918986,0.2213001301570402,0,rank,False
2,6,Stacy Keibler,Tony Dovolani,0.22556390977443608,0.22556390977443608,0.2280208052988062,0.2280208052988062,0.22270555563748612,0,rank,False
2,6,Jerry Rice,Anna Trebunskaya,0.17293233082706766,0.17293233082706766,0.2903188982402069,0.2903188982402069,0.21990825160688365,0,rank,False
2,6,Drew Lachey,Cheryl Burke,0.22556390977443608,0.22556390977443608,0.22802349340642825,0.22802349340642825,0.22270720081288467,0,rank,False
2,7,Lisa Rinna,Louis van Amstel,0.25980392156862747,0.25980392156862747,0.00015309179380129174,0.00015309179380129174,0.1835999388734498,1,rank,False
2,7,Stacy Keibler,Tony Dovolani,0.2696078431372549,0.2696078431372549,0.29867304496478886,0.29867304496478886,0.2727720426701169,0,rank,False
2,7,Jerry Rice,Anna Trebunskaya,0.20098039215686275,0.20098039215686275,0.40247971454491344,0.40247971454491344,0.2708432802939237,0,rank,False
2,7,Drew Lachey,Cheryl Burke,0.2696078431372549,0.2696078431372549,0.29869414869649646,0.29869414869649646,0.2727847381625096,0,rank,False
2,8,Stacy Keibler,Tony Dovolani,0.33992071896021603,0.33992071896021603,0.31519955339894856,0.31519955339894856,0.32056041259167567,0,rank,False
2,8,Jerry Rice,Anna Trebunskaya,0.31620636785880724,0.31620636785880724,0.36800735133599227,0.36800735133599227,0.35220464437999993,0,rank,False
2,8,Drew Lachey,Cheryl Burke,0.34387291318097685,0.34387291318097685,0.31679309526505917,0.31679309526505917,0.3272349430283244,0,rank,False
3,1,Harry Hamlin,Ashly DelGrosso,0.08018867924528301,0.08018867924528301,0.1140745200265544,0.1140745200265544,0.0971315996359187,0,percentage,False
3,1,Vivica A. Fox,Nick Kosovich,0.10377358490566038,0.10377358490566038,0.09061918819428462,0.09061918819428462,0.09719638654997251,0,percentage,False
3,1,Monique Coleman,Louis van Amstel,0.08962264150943396,0.08962264150943396,0.10467918063421085,0.10467918063421085,0.0971509110718224,0,percentage,False
3,1,Joey Lawrence,Edyta Sliwinska,0.09905660377358491,0.09905660377358491,0.09530360176022948,0.09530360176022948,0.0971801027669072,0,percentage,False
3,1,Mario Lopez,Karina Smirnoff,0.12264150943396226,0.12264150943396226,0.0718929940369382,0.0718929940369382,0.09726725173545023,0,percentage,False
3,1,Emmitt Smith,Cheryl Burke,0.11320754716981132,0.11320754716981132,0.08125138087959502,0.08125138087959502,0.09722946402470317,0,percentage,False
3,1,Shanna Moakler,Jesse DeSoto,0.08490566037735849,0.08490566037735849,0.10936684648963058,0.10936684648963058,0.09713625343349452,0,percentage,False
3,1,Willa Ford,Maksim Chmerkoskiy,0.10377358490566038,0.10377358490566038,0.09061922489570788,0.09061922489570788,0.09719640490068412,0,percentage,False
3,1,Sara Evans,Tony Dovolani,0.07075471698113207,0.07075471698113207,0.1234426684225478,0.1234426684225478,0.09709869270183993,0,percentage,False
3,1,Jerry Springer,Kym Johnson,0.07547169811320754,0.07547169811320754,0.11875039326304802,0.11875039326304802,0.09711104568812778,0,percentage,False
3,1,Tucker Carlson,Elena Grinenko,0.05660377358490566,0.05660377358490566,1.397253084160328e-09,1.397253084160328e-09,0.028301887491079373,1,percentage,False
3,2,Harry Hamlin,Ashly DelGrosso,0.09130434782608696,0.09130434782608696,0.120250027638795,0.120250027638795,0.10577718773244098,0,percentage,False
3,2,Vivica A. Fox,Nick Kosovich,0.10434782608695652,0.10434782608695652,0.10726206144066865,0.10726206144066865,0.10580494376381258,0,percentage,False
3,2,Monique Coleman,Louis van Amstel,0.11304347826086956,0.11304347826086956,0.09861033846432685,0.09861033846432685,0.1058269083625982,0,percentage,False
3,2,Joey Lawrence,Edyta Sliwinska,0.12608695652173912,0.12608695652173912,0.08564493522617261,0.08564493522617261,0.10586594587395587,0,percentage,False
3,2,Mario Lopez,Karina Smirnoff,0.09130434782608696,0.09130434782608696,0.1202423184159487,0.1202423184159487,0.10577333312101783,0,percentage,False
3,2,Emmitt Smith,Cheryl Burke,0.10434782608695652,0.10434782608695652,0.10726372288262913,0.10726372288262913,0.10580577448479282,0,percentage,False
3,2,Shanna Moakler,Jesse DeSoto,0.09565217391304348,0.09565217391304348,5.119099834871657e-10,5.119099834871657e-10,0.047826087212476734,1,percentage,False
3,2,Willa Ford,Maksim Chmerkoskiy,0.1,0.1,0.11158364305458485,0.11158364305458485,0.10579182152729243,0,percentage,False
3,2,Sara Evans,Tony Dovolani,0.09130434782608696,0.09130434782608696,0.12024325147961938,0.12024325147961938,0.10577379965285316,0,percentage,False
3,2,Jerry Springer,Kym Johnson,0.08260869565217391,0.08260869565217391,0.12889970088534494,0.12889970088534494,0.10575419826875943,0,percentage,False
3,3,Harry Hamlin,Ashly DelGrosso,0.10628019323671498,0.10628019323671498,7.015016841423833e-09,7.015016841423833e-09,0.05314010012586591,1,percentage,False
3,3,Vivica A. Fox,Nick Kosovich,0.13043478260869565,0.13043478260869565,0.10637188549225043,0.10637188549225043,0.11840333405047304,0,percentage,False
3,3,Monique Coleman,Louis van Amstel,0.13043478260869565,0.13043478260869565,0.10637728513104072,0.10637728513104072,0.11840603386986819,0,percentage,False
3,3,Joey Lawrence,Edyta Sliwinska,0.10628019323671498,0.10628019323671498,0.13042887354388952,0.13042887354388952,0.11835453339030225,0,percentage,False
3,3,Mario Lopez,Karina Smirnoff,0.10628019323671498,0.10628019323671498,0.13040279672558966,0.13040279672558966,0.11834149498115232,0,percentage,False
3,3,Emmitt Smith,Cheryl Burke,0.09178743961352658,0.09178743961352658,0.14483526406459613,0.14483526406459613,0.11831135183906136,0,percentage,False
3,3,Willa Ford,Maksim Chmerkoskiy,0.10628019323671498,0.10628019323671498,0.130384802942795,0.130384802942795,0.11833249808975499,0,percentage,False
3,3,Sara Evans,Tony Dovolani,0.12077294685990338,0.12077294685990338,0.11599504688223865,0.11599504688223865,0.11838399687107101,0,percentage,False
3,3,Jerry Springer,Kym Johnson,0.10144927536231885,0.10144927536231885,0.13520403820258312,0.13520403820258312,0.11832665678245098,0,percentage,False
3,4,Vivica A. Fox,Nick Kosovich,0.12121212121212122,0.12121212121212122,9.563410898695645e-09,9.563410898695645e-09,0.060606065387766056,1,percentage,False
3,4,Monique Coleman,Louis van Amstel,0.12121212121212122,0.12121212121212122,0.1471606283073836,0.1471606283073836,0.13418637475975242,0,percentage,False
3,4,Joey Lawrence,Edyta Sliwinska,0.13636363636363635,0.13636363636363635,0.13208407111399395,0.13208407111399395,0.13422385373881515,0,percentage,False
3,4,Mario Lopez,Karina Smirnoff,0.14646464646464646,0.14646464646464646,0.12202917139976852,0.12202917139976852,0.13424690893220748,0,percentage,False
3,4,Emmitt Smith,Cheryl Burke,0.12121212121212122,0.12121212121212122,0.14716119694539176,0.14716119694539176,0.1341866590787565,0,percentage,False
3,4,Willa Ford,Maksim Chmerkoskiy,0.1414141414141414,0.1414141414141414,0.12705872657655146,0.12705872657655146,0.13423643399534643,0,percentage,False
3,4,Sara Evans,Tony Dovolani,0.10101010101010101,0.10101010101010101,0.16728301500032086,0.16728301500032086,0.13414655800521094,0,percentage,False
3,4,Jerry Springer,Kym Johnson,0.1111111111111111,0.1111111111111111,0.157223181093179,0.157223181093179,0.13416714610214506,0,percentage,False
3,5,Monique Coleman,Louis van Amstel,0.14917127071823205,0.14917127071823205,0.19448749702259083,0.19448749702259083,0.17182938387041144,0,percentage,False
3,5,Joey Lawrence,Edyta Sliwinska,0.13812154696132597,0.13812154696132597,0.20549175567499364,0.20549175567499364,0.1718066513181598,0,percentage,False
3,5,Mario Lopez,Karina Smirnoff,0.14917127071823205,0.14917127071823205,0.19451099456481596,0.19451099456481596,0.171841132641524,0,percentage,False
3,5,Emmitt Smith,Cheryl Burke,0.14917127071823205,0.14917127071823205,0.19447531484598546,0.19447531484598546,0.17182329278210876,0,percentage,False
3,5,Willa Ford,Maksim Chmerkoskiy,0.14917127071823205,0.14917127071823205,9.974362805146857e-09,9.974362805146857e-09,0.07458564034629743,1,percentage,False
3,5,Sara Evans,Tony Dovolani,0.13259668508287292,0.13259668508287292,1.1002548801320309e-08,1.1002548801320309e-08,0.06629834804271086,1,percentage,False
3,5,Jerry Springer,Kym Johnson,0.13259668508287292,0.13259668508287292,0.21103441691470243,0.21103441691470243,0.17181555099878768,0,percentage,False
3,6,Monique Coleman,Louis van Amstel,0.19491525423728814,0.19491525423728814,0.19465860235631802,0.19465860235631802,0.19478692829680308,0,percentage,False
3,6,Joey Lawrence,Edyta Sliwinska,0.2033898305084746,0.2033898305084746,0.2046509881947355,0.2046509881947355,0.20402040935160504,0,percentage,False
3,6,Mario Lopez,Karina Smirnoff,0.23728813559322035,0.23728813559322035,0.21162185342432174,0.21162185342432174,0.22445499450877104,0,percentage,False
3,6,Emmitt Smith,Cheryl Burke,0.211864406779661,0.211864406779661,0.20143095406715064,0.20143095406715064,0.2066476804234058,0,percentage,False
3,6,Jerry Springer,Kym Johnson,0.15254237288135594,0.15254237288135594,0.1876376019574741,0.1876376019574741,0.170089987419415,0,percentage,False
3,7,Monique Coleman,Louis van Amstel,0.2,0.2,0.2573498141645942,0.2573498141645942,0.2286749070822971,0,percentage,False
3,7,Joey Lawrence,Edyta Sliwinska,0.2111111111111111,0.2111111111111111,0.24631905748543098,0.24631905748543098,0.22871508429827103,0,percentage,False
3,7,Mario Lopez,Karina Smirnoff,0.2074074074074074,0.2074074074074074,0.24999822785840523,0.24999822785840523,0.2287028176329063,0,percentage,False
3,7,Emmitt Smith,Cheryl Burke,0.2111111111111111,0.2111111111111111,0.24633289497339914,0.24633289497339914,0.22872200304225512,0,percentage,False
3,7,Jerry Springer,Kym Johnson,0.17037037037037037,0.17037037037037037,5.518170468310543e-09,5.518170468310543e-09,0.08518518794427042,1,percentage,False
3,8,Monique Coleman,Louis van Amstel,0.24311926605504589,0.24311926605504589,6.472027343619783e-06,6.472027343619783e-06,0.12156286904119475,1,percentage,False
3,8,Joey Lawrence,Edyta Sliwinska,0.24770642201834864,0.24770642201834864,0.33787875936357237,0.33787875936357237,0.29279259069096053,0,percentage,False
3,8,Mario Lopez,Karina Smirnoff,0.26146788990825687,0.26146788990825687,0.3242485541705266,0.3242485541705266,0.2928582220393917,0,percentage,False
3,8,Emmitt Smith,Cheryl Burke,0.24770642201834864,0.24770642201834864,0.33786621443855736,0.33786621443855736,0.292786318228453,0,percentage,False
3,9,Joey Lawrence,Edyta Sliwinska,0.3333333333333333,0.3333333333333333,0.0001328382402299769,0.0001328382402299769,0.16673308578678164,1,percentage,False
3,9,Mario Lopez,Karina Smirnoff,0.3333333333333333,0.3333333333333333,0.49993360039479107,0.49993360039479107,0.4166334668640622,0,percentage,False
3,9,Emmitt Smith,Cheryl Burke,0.3333333333333333,0.3333333333333333,0.4999335613649789,0.4999335613649789,0.4166334473491561,0,percentage,False
3,10,Mario Lopez,Karina Smirnoff,0.5,0.5,0.5000000117104992,0.5000000117104992,0.5000000058552496,0,percentage,False
3,10,Emmitt Smith,Cheryl Burke,0.5,0.5,0.49999998828950076,0.49999998828950076,0.4999999941447504,0,percentage,False
4,1,John Ratzenberger,Edyta Sliwinska,0.0825242718446602,0.0825242718446602,0.0825242718446602,0.0825242718446602,0.0825242718446602,0,percentage,False
4,1,Ian Ziering,Cheryl Burke,0.10194174757281553,0.10194174757281553,0.10194174757281553,0.10194174757281553,0.10194174757281553,0,percentage,False
4,1,Clyde Drexler,Elena Grinenko,0.07766990291262135,0.07766990291262135,0.07766990291262135,0.07766990291262135,0.07766990291262135,0,percentage,False
4,1,Laila Ali,Maksim Chmerkoskiy,0.11165048543689321,0.11165048543689321,0.11165048543689321,0.11165048543689321,0.11165048543689321,0,percentage,False
4,1,Apolo Anton Ohno,Julianne Hough,0.10194174757281553,0.10194174757281553,0.10194174757281553,0.10194174757281553,0.10194174757281553,0,percentage,False
4,1,Shandi Finnessey,Brian Fortuna,0.09223300970873786,0.09223300970873786,0.09223300970873786,0.09223300970873786,0.09223300970873786,0,percentage,False
4,1,Paulina Porizkova,Alec Mazo,0.09223300970873786,0.09223300970873786,0.09223300970873786,0.09223300970873786,0.09223300970873786,0,percentage,False
4,1,Heather Mills,Jonathan Roberts,0.08737864077669903,0.08737864077669903,0.08737864077669903,0.08737864077669903,0.08737864077669903,0,percentage,False
4,1,Billy Ray Cyrus,Karina Smirnoff,0.06310679611650485,0.06310679611650485,0.06310679611650485,0.06310679611650485,0.06310679611650485,0,percentage,False
4,1,Joey Fatone,Kym Johnson,0.11650485436893204,0.11650485436893204,0.11650485436893204,0.11650485436893204,0.11650485436893204,0,percentage,False
4,1,Leeza Gibbons,Tony Dovolani,0.07281553398058252,0.07281553398058252,0.07281553398058252,0.07281553398058252,0.07281553398058252,0,percentage,False
4,2,John Ratzenberger,Edyta Sliwinska,0.08571428571428572,0.08571428571428572,0.10568529736305354,0.10568529736305354,0.09569979153866963,0,percentage,False
4,2,Ian Ziering,Cheryl Burke,0.08979591836734693,0.08979591836734693,0.1016198734543604,0.1016198734543604,0.09570789591085366,0,percentage,False
4,2,Clyde Drexler,Elena Grinenko,0.07346938775510205,0.07346938775510205,0.11787069320963427,0.11787069320963427,0.09567004048236816,0,percentage,False
4,2,Laila Ali,Maksim Chmerkoskiy,0.11020408163265306,0.11020408163265306,0.08132996522036373,0.08132996522036373,0.09576702342650839,0,percentage,False
4,2,Apolo Anton Ohno,Julianne Hough,0.10612244897959183,0.10612244897959183,0.0853863211940111,0.0853863211940111,0.09575438508680147,0,percentage,False
4,2,Shandi Finnessey,Brian Fortuna,0.08163265306122448,0.08163265306122448,0.10974630125360452,0.10974630125360452,0.0956894771574145,0,percentage,False
4,2,Paulina Porizkova,Alec Mazo,0.08571428571428572,0.08571428571428572,9.391373571012206e-10,9.391373571012206e-10,0.04285714332671153,1,percentage,False
4,2,Heather Mills,Jonathan Roberts,0.09795918367346938,0.09795918367346938,0.09349970730885726,0.09349970730885726,0.09572944549116333,0,percentage,False
4,2,Billy Ray Cyrus,Karina Smirnoff,0.08571428571428572,0.08571428571428572,0.1056825787463025,0.1056825787463025,0.09569843223029412,0,percentage,False
4,2,Joey Fatone,Kym Johnson,0.09795918367346938,0.09795918367346938,0.09349950850366125,0.09349950850366125,0.09572934608856531,0,percentage,False
4,2,Leeza Gibbons,Tony Dovolani,0.08571428571428572,0.08571428571428572,0.10567975280701405,0.10567975280701405,0.09569701926064988,0,percentage,False
4,3,John Ratzenberger,Edyta Sliwinska,0.09174311926605505,0.09174311926605505,0.11973063520923594,0.11973063520923594,0.1057368772376455,0,percentage,False
4,3,Ian Ziering,Cheryl Burke,0.11009174311926606,0.11009174311926606,0.10147130063063005,0.10147130063063005,0.10578152187494805,0,percentage,False
4,3,Clyde Drexler,Elena Grinenko,0.07339449541284404,0.07339449541284404,0.13800530831828722,0.13800530831828722,0.10569990186556563,0,percentage,False
4,3,Laila Ali,Maksim Chmerkoskiy,0.0963302752293578,0.0963302752293578,0.11517932636693519,0.11517932636693519,0.1057548007981465,0,percentage,False
4,3,Apolo Anton Ohno,Julianne Hough,0.10550458715596331,0.10550458715596331,0.10604419386614597,0.10604419386614597,0.10577439051105464,0,percentage,False
4,3,Shandi Finnessey,Brian Fortuna,0.0963302752293578,0.0963302752293578,4.552096876266415e-10,4.552096876266415e-10,0.048165137842283746,1,percentage,False
4,3,Heather Mills,Jonathan Roberts,0.11009174311926606,0.11009174311926606,0.10147154771822484,0.10147154771822484,0.10578164541874545,0,percentage,False
4,3,Billy Ray Cyrus,Karina Smirnoff,0.0963302752293578,0.0963302752293578,0.11515701098646636,0.11515701098646636,0.10574364310791208,0,percentage,False
4,3,Joey Fatone,Kym Johnson,0.11009174311926606,0.11009174311926606,0.10147042657267201,0.10147042657267201,0.10578108484596904,0,percentage,False
4,3,Leeza Gibbons,Tony Dovolani,0.11009174311926606,0.11009174311926606,0.10147024987619273,0.10147024987619273,0.1057809964977294,0,percentage,False
4,4,John Ratzenberger,Edyta Sliwinska,0.08421052631578947,0.08421052631578947,0.15509526107066607,0.15509526107066607,0.11965289369322776,0,percentage,False
4,4,Ian Ziering,Cheryl Burke,0.12631578947368421,0.12631578947368421,0.11322015455109266,0.11322015455109266,0.11976797201238844,0,percentage,False
4,4,Clyde Drexler,Elena Grinenko,0.07894736842105263,0.07894736842105263,0.16034238612660345,0.16034238612660345,0.11964487727382804,0,percentage,False
4,4,Laila Ali,Maksim Chmerkoskiy,0.11052631578947368,0.11052631578947368,0.12891423553962308,0.12891423553962308,0.11972027566454838,0,percentage,False
4,4,Apolo Anton Ohno,Julianne Hough,0.1368421052631579,0.1368421052631579,0.10275720069595828,0.10275720069595828,0.1197996529795581,0,percentage,False
4,4,Heather Mills,Jonathan Roberts,0.12105263157894737,0.12105263157894737,0.11844989367655116,0.11844989367655116,0.11975126262774927,0,percentage,False
4,4,Billy Ray Cyrus,Karina Smirnoff,0.11052631578947368,0.11052631578947368,0.12891586151350964,0.12891586151350964,0.11972108865149167,0,percentage,False
4,4,Joey Fatone,Kym Johnson,0.14736842105263157,0.14736842105263157,0.09230500445240844,0.09230500445240844,0.11983671275252,0,percentage,False
4,4,Leeza Gibbons,Tony Dovolani,0.08421052631578947,0.08421052631578947,2.3735871759868147e-09,2.3735871759868147e-09,0.04210526434468832,1,percentage,False
4,5,John Ratzenberger,Edyta Sliwinska,0.10227272727272728,0.10227272727272728,0.17268798744089417,0.17268798744089417,0.13748035735681072,0,percentage,False
4,5,Ian Ziering,Cheryl Burke,0.13636363636363635,0.13636363636363635,0.13881907481637215,0.13881907481637215,0.13759135559000424,0,percentage,False
